"LicAge","VehAge","Gender","MariStat","SocioCateg","VehUsage","DrivAge","HasKmLimit","BonusMalus","VehBody","VehPrice","VehEngine","VehEnergy","VehMaxSpeed","VehClass","y","RiskVar","Garage"
631,"1","Male","Other","CSP60","Private",71,0,50,"sedan","P","injection","regular","220+ km/h","M2","GOOD",7,"Collective garage"
273,"10+","Female","Alone","CSP50","Private+trip to office",41,0,50,"sedan","J","injection","regular","190-200 km/h","M1","GOOD",11,"Collective garage"
170,"4","Male","Alone","CSP50","Private+trip to office",32,0,67,"sedan","H","injection","regular","180-190 km/h","B","GOOD",16,"None"
168,"0","Male","Alone","CSP50","Private",33,0,51,"sedan","F","injection","regular","160-170 km/h","A","GOOD",15,"None"
130,"0","Male","Alone","CSP50","Private+trip to office",28,0,90,"coupe","C","injection overpowered","regular","130-140 km/h","A","GOOD",8,"None"
652,"1","Male","Other","CSP60","Private",77,0,50,"sedan","H","injection","regular","190-200 km/h","B","GOOD",20,"None"
318,"10+","Male","Alone","CSP50","Private+trip to office",49,1,60,"sedan","F","carburation","regular","150-160 km/h","M1","GOOD",9,"Collective garage"
354,"2","Female","Other","CSP50","Professional",56,0,50,"sedan","F","injection","regular","150-160 km/h","B","GOOD",14,"None"
532,"1","Male","Other","CSP50","Professional run",64,0,63,"coupe","O","direct injection overpowered","diesel","200-220 km/h","M2","GOOD",8,"None"
398,"1","Male","Other","CSP50","Private+trip to office",51,0,50,"sedan","H","injection","regular","190-200 km/h","B","GOOD",16,"None"
672,"5","Male","Other","CSP60","Private",75,0,50,"sedan","E","injection","regular","150-160 km/h","B","GOOD",16,"None"
622,"0","Male","Other","CSP60","Private",72,1,50,"sedan","I","injection","regular","180-190 km/h","M1","GOOD",15,"None"
399,"10+","Female","Other","CSP60","Private",75,0,50,"sedan","H","injection","regular","180-190 km/h","B","GOOD",15,"None"
224,"3","Female","Alone","CSP1","Professional",44,0,85,"sedan","H","injection","regular","150-160 km/h","B","GOOD",8,"None"
355,"0","Male","Other","CSP48","Professional",56,0,50,"sedan","E","injection","regular","170-180 km/h","B","GOOD",5,"None"
497,"4","Male","Alone","CSP60","Private",61,1,50,"sedan","D","injection","regular","160-170 km/h","B","GOOD",20,"None"
589,"6-7","Male","Other","CSP60","Private",71,0,50,"sedan","Q","injection","regular","220+ km/h","H","GOOD",11,"Collective garage"
464,"8-9","Female","Other","CSP55","Professional",60,0,50,"sedan","E","injection","regular","150-160 km/h","B","GOOD",12,"None"
464,"8-9","Female","Other","CSP50","Private+trip to office",58,0,90,"sedan","I","injection","regular","190-200 km/h","B","BAD",14,"None"
430,"10+","Male","Other","CSP50","Private+trip to office",58,0,50,"sedan","F","injection","regular","150-160 km/h","B","GOOD",19,"None"
451,"1","Male","Other","CSP60","Private",62,0,50,"sedan","K","injection","regular","190-200 km/h","M1","GOOD",19,"None"
87,"0","Female","Alone","CSP26","Private+trip to office",26,0,68,"sedan","H","direct injection overpowered","diesel","170-180 km/h","B","GOOD",5,"None"
464,"3","Female","Other","CSP37","Private",57,0,50,"sedan","G","injection","regular","190-200 km/h","B","GOOD",15,"None"
108,"4","Male","Other","CSP50","Private+trip to office",28,0,90,"sedan","C","injection","regular","150-160 km/h","B","GOOD",3,"None"
423,"4","Female","Other","CSP1","Professional",69,0,50,"sedan","I","injection","regular","200-220 km/h","B","GOOD",15,"Collective garage"
312,"4","Male","Other","CSP50","Private+trip to office",45,0,72,"sedan","C","injection","regular","150-160 km/h","B","GOOD",13,"None"
161,"2","Male","Alone","CSP50","Professional",31,0,51,"sedan","K","injection","regular","200-220 km/h","M1","GOOD",15,"Private garage"
154,"4","Male","Other","CSP50","Professional",32,0,68,"microvan","L","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",16,"None"
408,"2","Female","Other","CSP48","Professional",55,0,62,"sport utility vehicle","L","injection overpowered","regular","220+ km/h","M1","GOOD",8,"None"
250,"10+","Female","Alone","CSP55","Private+trip to office",45,0,50,"sedan","I","injection overpowered","diesel","170-180 km/h","M1","GOOD",17,"None"
220,"1","Male","Other","CSP55","Private+trip to office",37,0,54,"other microvan","K","injection","regular","170-180 km/h","M1","GOOD",13,"None"
148,"4","Male","Other","CSP50","Private+trip to office",36,0,90,"other microvan","N","direct injection overpowered","diesel","170-180 km/h","H","GOOD",14,"None"
131,"5","Male","Alone","CSP55","Private+trip to office",35,0,72,"sedan","F","injection","regular","160-170 km/h","B","GOOD",20,"None"
404,"1","Male","Other","CSP6","Professional run",52,0,50,"sedan","P","direct injection overpowered","diesel","200-220 km/h","H","BAD",17,"None"
277,"5","Female","Other","CSP50","Private+trip to office",42,0,50,"other microvan","K","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",15,"None"
166,"10+","Male","Other","CSP1","Professional",34,0,68,"station wagon","L","injection","diesel","140-150 km/h","0","GOOD",20,"None"
500,"0","Male","Other","CSP60","Private",66,0,50,"other microvan","Q","injection","regular","220+ km/h","H","GOOD",20,"Collective garage"
216,"2","Female","Other","CSP77","Professional",36,0,66,"sedan","H","injection","regular","170-180 km/h","B","GOOD",15,"None"
87,"4","Female","Other","CSP50","Private",29,1,118,"sedan","G","injection","regular","180-190 km/h","B","GOOD",15,"None"
323,"10+","Male","Other","CSP42","Private",46,1,50,"sedan","I","carburation","regular","170-180 km/h","M1","GOOD",19,"None"
149,"5","Male","Other","CSP50","Private+trip to office",31,0,64,"microvan","O","injection overpowered","diesel","170-180 km/h","H","GOOD",10,"None"
295,"8-9","Male","Other","CSP46","Professional",43,0,50,"sedan","K","injection","regular","190-200 km/h","H","GOOD",15,"None"
460,"8-9","Male","Alone","CSP60","Private",66,1,90,"sport utility vehicle","I","injection","regular","140-150 km/h","M1","GOOD",14,"None"
414,"2","Female","Other","CSP40","Private+trip to office",60,0,50,"sedan","F","injection","regular","160-170 km/h","B","GOOD",20,"Private garage"
286,"8-9","Male","Other","CSP48","Professional",47,0,60,"van","G","injection","diesel","1-130 km/h","0","GOOD",14,"None"
131,"10+","Female","Alone","CSP50","Private+trip to office",30,0,68,"sedan","G","carburation","regular","160-170 km/h","M1","GOOD",16,"None"
96,"10+","Male","Other","CSP55","Private+trip to office",27,0,68,"sedan","G","carburation","regular","150-160 km/h","M1","GOOD",19,"None"
428,"2","Female","Other","CSP55","Private",61,0,100,"sedan","K","injection","regular","190-200 km/h","M1","GOOD",13,"None"
435,"8-9","Male","Other","CSP1","Private+trip to office",55,0,50,"sedan","J","injection","regular","180-190 km/h","M2","GOOD",8,"None"
255,"8-9","Male","Other","CSP46","Professional",44,0,80,"van","K","injection","diesel","1-130 km/h","0","GOOD",11,"None"
570,"0","Male","Other","CSP60","Private",67,0,50,"sedan","S","direct injection overpowered","diesel","220+ km/h","H","BAD",18,"Private garage"
260,"4","Male","Alone","CSP50","Private+trip to office",40,0,50,"sedan","H","injection","regular","180-190 km/h","M1","BAD",16,"None"
457,"0","Male","Other","CSP50","Private+trip to office",56,0,50,"microvan","K","injection","regular","170-180 km/h","M1","GOOD",8,"None"
141,"10+","Female","Alone","CSP50","Private+trip to office",30,1,68,"sedan","E","carburation","regular","150-160 km/h","B","GOOD",17,"None"
491,"0","Male","Other","CSP50","Private+trip to office",59,0,50,"sedan","Q","direct injection overpowered","diesel","200-220 km/h","H","GOOD",3,"Collective garage"
330,"6-7","Female","Other","CSP50","Private",46,0,50,"sedan","C","injection","regular","150-160 km/h","B","GOOD",16,"None"
491,"5","Male","Other","CSP66","Professional",58,0,72,"other microvan","P","injection overpowered","diesel","170-180 km/h","H","GOOD",20,"None"
265,"10+","Male","Other","CSP48","Private+trip to office",44,0,50,"sedan","E","injection","diesel","150-160 km/h","B","GOOD",14,"None"
340,"0","Male","Other","CSP1","Professional",47,0,85,"sedan","F","injection","regular","150-160 km/h","B","GOOD",14,"None"
244,"1","Male","Other","CSP50","Private+trip to office",38,0,100,"sedan","G","injection","regular","190-200 km/h","B","BAD",2,"None"
153,"8-9","Male","Other","CSP50","Private+trip to office",31,0,85,"sedan","F","injection","regular","160-170 km/h","B","GOOD",18,"Private garage"
172,"2","Male","Other","CSP50","Private+trip to office",32,0,61,"station wagon","M","direct injection overpowered","diesel","200-220 km/h","M2","GOOD",16,"Private garage"
360,"3","Female","Other","CSP50","Private",48,0,50,"sedan","G","injection","regular","180-190 km/h","B","GOOD",7,"None"
158,"10+","Female","Other","CSP50","Private+trip to office",33,0,68,"station wagon","O","injection","regular","200-220 km/h","M2","GOOD",10,"Collective garage"
404,"10+","Male","Other","CSP50","Private",59,0,68,"sedan","N","injection","diesel","170-180 km/h","M2","GOOD",17,"None"
361,"2","Male","Alone","CSP50","Professional",48,0,50,"sport utility vehicle","S","injection","regular","180-190 km/h","H","GOOD",3,"Private garage"
150,"5","Female","Alone","CSP55","Private+trip to office",33,0,95,"sedan","L","injection overpowered","diesel","190-200 km/h","M2","GOOD",18,"Collective garage"
204,"5","Female","Alone","CSP50","Private",36,0,68,"sedan","J","injection","regular","190-200 km/h","M2","GOOD",12,"None"
118,"8-9","Male","Alone","CSP50","Professional",28,0,90,"sedan","E","injection","regular","150-160 km/h","B","GOOD",7,"None"
303,"8-9","Male","Other","CSP55","Private+trip to office",44,0,72,"other microvan","M","injection","regular","170-180 km/h","H","GOOD",19,"None"
360,"10+","Male","Other","CSP50","Private+trip to office",48,0,50,"sedan","U","injection","regular","220+ km/h","H","GOOD",16,"Collective garage"
152,"0","Male","Other","CSP1","Professional",34,0,57,"microvan","O","direct injection overpowered","diesel","170-180 km/h","H","GOOD",11,"None"
243,"5","Female","Other","CSP50","Private+trip to office",38,0,50,"microvan","L","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",20,"None"
489,"10+","Male","Other","CSP48","Professional",64,0,50,"coupe","T","injection","regular","220+ km/h","H","GOOD",11,"Collective garage"
139,"8-9","Male","Alone","CSP50","Private+trip to office",29,0,64,"sedan","Q","injection","regular","200-220 km/h","H","GOOD",17,"Collective garage"
312,"3","Male","Other","CSP66","Professional",45,0,80,"sport utility vehicle","U","injection","regular","200-220 km/h","H","GOOD",6,"Collective garage"
267,"5","Female","Other","CSP60","Private",62,0,90,"station wagon","D","injection","regular","130-140 km/h","A","GOOD",16,"None"
522,"10+","Male","Other","CSP50","Private",65,1,50,"sedan","I","carburation","regular","170-180 km/h","M2","GOOD",15,"None"
95,"1","Male","Other","CSP50","Private",25,0,95,"sedan","K","injection","regular","180-190 km/h","B","GOOD",6,"None"
208,"1","Female","Alone","CSP50","Professional",41,0,76,"sedan","I","direct injection overpowered","diesel","160-170 km/h","B","GOOD",11,"None"
212,"3","Female","Alone","CSP50","Professional",35,0,50,"sedan","J","direct injection overpowered","diesel","180-190 km/h","M1","GOOD",16,"None"
569,"2","Female","Other","CSP60","Private",70,1,57,"sedan","E","injection","regular","150-160 km/h","B","GOOD",17,"None"
444,"2","Female","Other","CSP60","Private",62,0,60,"sedan","K","injection","regular","200-220 km/h","M1","BAD",16,"None"
491,"1","Female","Other","CSP1","Professional",65,0,50,"sedan","G","injection","regular","160-170 km/h","A","GOOD",14,"None"
552,"2","Male","Other","CSP50","Private+trip to office",64,0,50,"other microvan","L","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",17,"None"
173,"4","Male","Other","CSP50","Private+trip to office",33,0,50,"sedan","I","injection","regular","180-190 km/h","B","GOOD",17,"Collective garage"
456,"0","Male","Other","CSP60","Private",67,0,50,"sedan","R","direct injection overpowered","diesel","220+ km/h","H","GOOD",19,"Collective garage"
234,"10+","Male","Other","CSP50","Private+trip to office",43,0,72,"sedan","I","injection overpowered","diesel","160-170 km/h","M1","GOOD",11,"Collective garage"
351,"10+","Male","Other","CSP50","Professional",48,0,50,"sedan","L","injection","regular","190-200 km/h","H","BAD",6,"None"
362,"1","Male","Other","CSP50","Professional run",54,0,88,"bus","K","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",15,"Collective garage"
459,"8-9","Male","Other","CSP55","Private+trip to office",58,0,50,"sedan","M","injection","regular","190-200 km/h","M2","GOOD",5,"Collective garage"
425,"3","Male","Other","CSP1","Private",53,0,50,"sport utility vehicle","U","injection","regular","220+ km/h","H","GOOD",17,"Collective garage"
226,"5","Female","Alone","CSP50","Private+trip to office",36,1,50,"sedan","D","injection","regular","140-150 km/h","B","GOOD",18,"None"
630,"10+","Male","Other","CSP48","Professional",73,0,85,"sedan","L","injection","regular","180-190 km/h","H","GOOD",11,"None"
74,"0","Female","Other","CSP50","Professional",27,0,95,"sedan","K","direct injection overpowered","diesel","180-190 km/h","M1","GOOD",5,"None"
189,"2","Female","Other","CSP50","Private+trip to office",47,0,50,"sedan","J","injection","regular","180-190 km/h","M1","GOOD",13,"Collective garage"
210,"10+","Male","Alone","CSP50","Private+trip to office",36,0,53,"sedan","M","injection","regular","190-200 km/h","M2","GOOD",18,"None"
304,"10+","Male","Other","CSP48","Professional",46,0,50,"microvan","M","injection overpowered","diesel","160-170 km/h","H","GOOD",11,"None"
137,"4","Male","Alone","CSP50","Private+trip to office",30,0,90,"sedan","L","injection","regular","180-190 km/h","M1","GOOD",11,"Collective garage"
487,"5","Male","Other","CSP60","Private",80,0,76,"sedan","Q","injection","regular","220+ km/h","H","GOOD",16,"Collective garage"
142,"4","Male","Other","CSP50","Private+trip to office",32,0,57,"sedan","E","injection overpowered","diesel","150-160 km/h","B","GOOD",18,"None"
369,"8-9","Male","Other","CSP50","Private",63,0,50,"sedan","H","injection","regular","170-180 km/h","M1","GOOD",20,"Collective garage"
79,"2","Male","Other","CSP50","Private+trip to office",24,0,72,"cabriolet","J","injection","regular","200-220 km/h","B","GOOD",17,"None"
460,"4","Female","Other","CSP60","Private",70,1,50,"sedan","F","injection","regular","170-180 km/h","B","GOOD",20,"None"
470,"2","Male","Other","CSP50","Private+trip to office",63,0,50,"sedan","M","direct injection overpowered","diesel","200-220 km/h","M2","GOOD",14,"None"
388,"5","Male","Other","CSP50","Professional",62,0,50,"sedan","L","injection overpowered","diesel","170-180 km/h","M2","GOOD",17,"None"
680,"1","Male","Other","CSP66","Professional",76,0,50,"sedan","J","injection","regular","190-200 km/h","M1","GOOD",16,"Collective garage"
403,"4","Male","Other","CSP50","Private",54,0,50,"sedan","R","direct injection overpowered","diesel","220+ km/h","H","GOOD",9,"Collective garage"
261,"6-7","Male","Other","CSP46","Professional",41,0,72,"station wagon","M","injection overpowered","regular","170-180 km/h","H","GOOD",15,"None"
95,"10+","Female","Other","CSP26","Private+trip to office",26,0,80,"sedan","E","carburation","regular","150-160 km/h","B","GOOD",18,"None"
73,"2","Female","Alone","CSP26","Private+trip to office",24,0,85,"sedan","F","injection","regular","160-170 km/h","B","GOOD",17,"Collective garage"
109,"8-9","Male","Other","CSP50","Private+trip to office",32,0,80,"sedan","J","injection","regular","180-190 km/h","M2","GOOD",17,"None"
451,"6-7","Male","Other","CSP46","Professional",55,0,50,"van","K","injection overpowered","diesel","150-160 km/h","0","BAD",13,"Collective garage"
345,"2","Female","Other","CSP48","Professional",53,0,50,"van","L","direct injection overpowered","diesel","130-140 km/h","0","GOOD",9,"None"
